D, method, function, f-value mean, f-value var, f-value std-var, loop time mean
5, myPSO, rastrigin, 1.005e+00, 8.018e-01, 8.098e-01, 796.15
5, myDE, rastrigin, 8.972e-02, 8.105e-02, 8.187e-02, 413.45
5, myFA, rastrigin, 4.558e+00, 6.332e+00, 6.395e+00, 997.23
20, myPSO, sphere, 8.891e-06, 7.565e-13, 7.641e-13, 240.54
20, myDE, sphere, 5.227e-04, 1.881e-05, 1.900e-05, 414.83
20, myFA, sphere, 8.825e-06, 9.261e-13, 9.354e-13, 786.24
20, myPSO, rastrigin, 3.061e+01, 1.054e+02, 1.064e+02, 1000.00
20, myDE, rastrigin, 3.101e+01, 5.042e+02, 5.093e+02, 1000.00
20, myFA, rastrigin, 4.022e+01, 1.277e+02, 1.290e+02, 1000.00
D, method, function, f-value mean, f-value var, f-value std-var, loop time mean
2, myPSO, sphere, 4.976e-06, 9.276e-12, 9.369e-12, 31.73
2, myDE, sphere, 4.625e-06, 7.774e-12, 7.852e-12, 22.71
2, myFA, sphere, 5.707e-06, 8.971e-12, 9.062e-12, 235.72
2, myPSO, rastrigin, 4.150e-06, 8.060e-12, 8.141e-12, 68.74
2, myDE, rastrigin, 4.656e-06, 7.674e-12, 7.752e-12, 57.52
2, myFA, rastrigin, 2.030e-01, 1.086e-01, 1.097e-01, 841.27
5, myPSO, sphere, 7.048e-06, 4.826e-12, 4.874e-12, 69.39
5, myDE, sphere, 6.816e-06, 5.434e-12, 5.489e-12, 67.05
5, myFA, sphere, 7.172e-06, 3.981e-12, 4.021e-12, 554.53
5, myPSO, rastrigin, 9.452e-01, 7.796e-01, 7.874e-01, 760.60
5, myDE, rastrigin, 1.294e-01, 1.120e-01, 1.131e-01, 419.39
5, myFA, rastrigin, 5.157e+00, 7.322e+00, 7.396e+00, 1000.00
20, myPSO, sphere, 8.968e-06, 7.187e-13, 7.260e-13, 239.76
20, myDE, sphere, 7.677e-05, 2.972e-07, 3.002e-07, 359.47
20, myFA, sphere, 9.125e-06, 6.800e-13, 6.869e-13, 785.62
20, myPSO, rastrigin, 3.260e+01, 1.128e+02, 1.139e+02, 1000.00
20, myDE, rastrigin, 2.873e+01, 4.672e+02, 4.719e+02, 1000.00
20, myFA, rastrigin, 4.001e+01, 1.603e+02, 1.619e+02, 1000.00
D, method, function, f-value mean, f-value var, f-value std-var, loop time mean
2, myPSO, sphere, 5.177e-06, 7.621e-12, 7.698e-12, 31.49
2, myDE, sphere, 4.182e-06, 7.911e-12, 7.991e-12, 22.29
2, myFA, sphere, 5.263e-06, 8.234e-12, 8.317e-12, 238.84
2, myPSO, rastrigin, 4.838e-06, 8.006e-12, 8.087e-12, 68.68
2, myDE, rastrigin, 3.797e-06, 7.765e-12, 7.843e-12, 57.53
2, myFA, rastrigin, 8.021e-02, 1.860e-02, 1.879e-02, 802.67
5, myPSO, sphere, 7.368e-06, 3.678e-12, 3.715e-12, 69.59
5, myDE, sphere, 6.745e-06, 6.371e-12, 6.436e-12, 67.54
5, myFA, sphere, 6.904e-06, 6.010e-12, 6.071e-12, 560.08
5, myPSO, rastrigin, 8.358e-01, 6.082e-01, 6.144e-01, 723.10
5, myDE, rastrigin, 7.960e-02, 7.286e-02, 7.359e-02, 402.29
5, myFA, rastrigin, 5.072e+00, 8.422e+00, 8.507e+00, 999.00
20, myPSO, sphere, 9.211e-06, 6.813e-13, 6.882e-13, 239.77
20, myDE, sphere, 2.146e-03, 3.594e-04, 3.631e-04, 377.75
20, myFA, sphere, 8.813e-06, 1.033e-12, 1.044e-12, 785.54
20, myPSO, rastrigin, 3.184e+01, 1.043e+02, 1.053e+02, 1000.00
20, myDE, rastrigin, 2.582e+01, 3.345e+02, 3.379e+02, 1000.00
20, myFA, rastrigin, 3.952e+01, 1.305e+02, 1.318e+02, 1000.00
D, method, function, f-value mean, f-value var, f-value std-var, loop time mean
2, myPSO, sphere, 4.950e-06, 8.059e-12, 8.141e-12, 31.50
2, myDE, sphere, 5.399e-06, 8.314e-12, 8.398e-12, 22.05
2, myFA, sphere, 4.821e-06, 7.891e-12, 7.971e-12, 244.66
2, myPSO, rastrigin, 5.403e-06, 7.807e-12, 7.886e-12, 71.48
2, myDE, rastrigin, 4.470e-06, 8.110e-12, 8.192e-12, 56.41
2, myFA, rastrigin, 1.486e-01, 6.474e-02, 6.540e-02, 821.23
5, myPSO, sphere, 6.921e-06, 6.150e-12, 6.212e-12, 70.50
5, myDE, sphere, 6.788e-06, 4.720e-12, 4.767e-12, 68.04
5, myFA, sphere, 7.097e-06, 5.570e-12, 5.627e-12, 558.85
5, myPSO, rastrigin, 1.025e+00, 1.019e+00, 1.029e+00, 766.43
5, myDE, rastrigin, 8.009e-02, 9.260e-02, 9.354e-02, 390.90
5, myFA, rastrigin, 4.696e+00, 7.367e+00, 7.441e+00, 1000.00
20, myPSO, sphere, 9.101e-06, 6.482e-13, 6.548e-13, 239.09
20, myDE, sphere, 7.347e-05, 2.065e-07, 2.085e-07, 376.38
20, myFA, sphere, 8.801e-06, 9.317e-13, 9.411e-13, 785.72
20, myPSO, rastrigin, 3.199e+01, 9.908e+01, 1.001e+02, 1000.00
20, myDE, rastrigin, 2.841e+01, 4.889e+02, 4.939e+02, 1000.00
20, myFA, rastrigin, 3.809e+01, 1.398e+02, 1.412e+02, 1000.00
D, method, function, f-value mean, f-value var, f-value std-var, loop time mean
2, myPSO, sphere, 4.341e-06, 9.124e-12, 9.216e-12, 31.84
2, myDE, sphere, 4.143e-06, 8.912e-12, 9.002e-12, 22.41
2, myFA, sphere, 4.888e-06, 9.510e-12, 9.606e-12, 254.12
2, myPSO, rastrigin, 5.330e-06, 9.550e-12, 9.647e-12, 69.58
2, myDE, rastrigin, 4.540e-06, 7.479e-12, 7.554e-12, 57.31
2, myFA, rastrigin, 9.674e-02, 3.918e-02, 3.958e-02, 787.25
5, myPSO, sphere, 7.080e-06, 3.636e-12, 3.672e-12, 71.10
5, myDE, sphere, 6.764e-06, 4.912e-12, 4.962e-12, 66.86
5, myFA, sphere, 7.253e-06, 5.255e-12, 5.308e-12, 555.28
5, myPSO, rastrigin, 9.253e-01, 7.178e-01, 7.251e-01, 746.81
5, myDE, rastrigin, 4.975e-02, 4.702e-02, 4.750e-02, 386.07
5, myFA, rastrigin, 5.167e+00, 8.579e+00, 8.665e+00, 1000.00
20, myPSO, sphere, 9.175e-06, 5.427e-13, 5.481e-13, 241.05
20, myDE, sphere, 2.471e-04, 1.787e-06, 1.806e-06, 363.71
20, myFA, sphere, 8.958e-06, 6.767e-13, 6.835e-13, 787.68
20, myPSO, rastrigin, 3.277e+01, 1.441e+02, 1.456e+02, 1000.00
20, myDE, rastrigin, 2.529e+01, 3.084e+02, 3.116e+02, 1000.00
20, myFA, rastrigin, 3.898e+01, 1.380e+02, 1.394e+02, 1000.00
D, method, function, f-value mean, f-value var, f-value std-var, loop time mean
2, myPSO, sphere, 4.702e-06, 8.777e-12, 8.866e-12, 31.86
2, myDE, sphere, 4.205e-06, 8.153e-12, 8.236e-12, 22.10
2, myFA, sphere, 5.046e-06, 8.515e-12, 8.601e-12, 227.73
2, myPSO, rastrigin, 9.955e-03, 9.800e-03, 9.899e-03, 76.34
2, myDE, rastrigin, 4.651e-06, 8.863e-12, 8.952e-12, 57.64
2, myFA, rastrigin, 1.222e-01, 5.987e-02, 6.048e-02, 823.67
5, myPSO, sphere, 7.073e-06, 5.039e-12, 5.089e-12, 70.00
5, myDE, sphere, 6.989e-06, 5.430e-12, 5.485e-12, 67.58
5, myFA, sphere, 6.789e-06, 4.531e-12, 4.577e-12, 557.36
5, myPSO, rastrigin, 1.005e+00, 9.799e-01, 9.898e-01, 761.54
5, myDE, rastrigin, 8.955e-02, 8.108e-02, 8.189e-02, 403.65
5, myFA, rastrigin, 5.032e+00, 6.793e+00, 6.861e+00, 996.72
20, myPSO, sphere, 9.104e-06, 6.859e-13, 6.928e-13, 241.35
20, myDE, sphere, 1.636e-04, 8.842e-07, 8.932e-07, 353.78
20, myFA, sphere, 8.946e-06, 7.618e-13, 7.695e-13, 784.30
20, myPSO, rastrigin, 3.225e+01, 7.478e+01, 7.554e+01, 1000.00
20, myDE, rastrigin, 2.630e+01, 3.348e+02, 3.382e+02, 1000.00
20, myFA, rastrigin, 4.001e+01, 1.204e+02, 1.216e+02, 1000.00
D, method, function, f-value mean, f-value var, f-value std-var, loop time mean
2, myPSO, sphere, 5.301e-06, 7.231e-12, 7.304e-12, 32.94
2, myDE, sphere, 4.388e-06, 7.978e-12, 8.059e-12, 22.18
2, myFA, sphere, 4.789e-06, 8.896e-12, 8.986e-12, 244.85
2, myPSO, rastrigin, 9.955e-03, 9.800e-03, 9.899e-03, 80.24
2, myDE, rastrigin, 5.021e-06, 7.467e-12, 7.542e-12, 58.00
2, myFA, rastrigin, 1.622e-01, 7.114e-02, 7.186e-02, 813.14
5, myPSO, sphere, 7.489e-06, 4.410e-12, 4.455e-12, 70.32
5, myDE, sphere, 7.106e-06, 4.017e-12, 4.058e-12, 68.27
5, myFA, sphere, 7.167e-06, 3.627e-12, 3.663e-12, 556.69
5, myPSO, rastrigin, 9.950e-01, 1.148e+00, 1.160e+00, 740.75
5, myDE, rastrigin, 1.122e-01, 1.166e-01, 1.178e-01, 431.39
5, myFA, rastrigin, 5.042e+00, 8.751e+00, 8.840e+00, 1000.00
20, myPSO, sphere, 9.031e-06, 6.266e-13, 6.330e-13, 239.52
20, myDE, sphere, 2.602e-04, 3.045e-06, 3.076e-06, 389.64
20, myFA, sphere, 8.820e-06, 9.704e-13, 9.802e-13, 784.20
20, myPSO, rastrigin, 3.237e+01, 1.112e+02, 1.124e+02, 1000.00
20, myDE, rastrigin, 2.630e+01, 3.851e+02, 3.890e+02, 1000.00
